web-scraper-order,web-scraper-start-url,single,single-href,title,price,discription,productdiscription,ASIN,manufacturer,rating,NumberofReviews
"1690356730-250","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan","https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-61","Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan","979","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Hand Wash Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Outer material: synthetic, color: tan; Waterproof  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Number of compartments: 2  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Laptop compatibility: yes, laptop size: 16strap type: adjustable  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Age Range Description: Adult; Special Features: Back Padding; Pocket Description: Utility Pocket; Closure Type: Zipper  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B07G4CYC74","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366","","2,489 ratings"
"1690356734-251","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Genie Lily Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.36 litres (19 inch) Black colour","https://www.amazon.in/Genie-compartments-Lightweight-Travelling-Purpose-36/dp/B097JHSJTL/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-58","Genie Lily Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.36 litres (19 inch) Black colour","899","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Weight: 596 g, Dimensions: 48 x 33 x 23 cm Warranty: 12 months  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 1 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Stylish &amp; Cute: This bag is designed for those Millennials and GenZ, who do not want to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B097JHSJTL","₹2,599.00","","1 rating"
"1690356743-252","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","DailyObjects Trapeze Sling Crossbody Bag for Girls and Women | Made with Durable Vegan Leather Material | Carefully Handcrafted | Zip Closure | Adjustable and Detachable Straps | Multicolor","https://www.amazon.in/DailyObjects-Lush-Midnight-Trapeze-Crossbody/dp/B082HZVTRG/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-57","DailyObjects Trapeze Sling Crossbody Bag for Girls and Women | Made with Durable Vegan Leather Material | Carefully Handcrafted | Zip Closure | Adjustable and Detachable Straps | Multicolor","1,099","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> ✅ MATERIAL: This sling bag for women made of durable vegan leather with an HD quality design print which does not fade away and which makes it look elegant, modern &amp; classy to suit your lifestyle needs. Inner Polyester lining for easy accessibility and storage.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ✅ STRONG ZIPPER BAG: Genuine YKK zipper for easy opening and closing of the bag and for absolute safety and security of the accessories. The zip is strong, durable and long-lasting which provides for an effective use of the bag.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ✅ LARGE STORAGE SPACE: Plenty of room for keeping your necessities &amp; accessories - cash, cards, keys, cosmetic, make-up tit bits, hairbrush, wallet, sunglasses, mobile phone charger etc all in one place which makes you feel stress-free while travelling.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ✅ DETACHABLE STRAP: Detachable and adjustable vegan leather strap which provides comfort &amp; convenience while walking or travelling. It is soft, smooth and strong to hold sufficient weight and helps to reduce the pressure on your shoulders. Footed Bottom.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ✅ MADE IN INDIA: Handcrafted in India, from raw material to production, this leather bag for women or for girls is a 100% Made in India product.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","Dailyobjects","Women","","1,258 ratings"
"1690356754-253","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-56","FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","679","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Wipe with Damp Cloth  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult&lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B09VTCNN75","₹4,499.00","","4,956 ratings"
"1690356763-254","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex","https://www.amazon.in/ROZEN-partition-Collage-Backpack-SKYBLUE/dp/B0BRTFGG22/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-55","ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex","697","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Hand Wash Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimension:33 cms x25 cmsx 46 cms (LxWxh),47 liters; Number of Compartments:4 Laptop Compatibility: Up to 16 Inches Material:Polyester:Water Resistance Level:Waterproof  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag &amp; to help you lift heavy objects easily. OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 &amp; 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. Age Range Description: Adult; Pattern Name: Self Design; Pocket Description: Utility Pocket; Water Resistance Level: Waterproof  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> SCHOOL BAG FOR BOYS GIRLS CLASS 5-12  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BRTFGG22","ROZEN, ROZEN","","160 ratings"
"1690356768-255","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)","https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-54","TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)","680","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Wipe with Dry Cloth  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Wipe with Dry Cloth  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> PREMIUM MATERIAL: Made from high quality, Premium quality smooth zippers, pullers, buckles.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Superior &amp; Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BYB631NR","₹2,400.00","","184 ratings"
"1690356775-256","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag","https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-53","Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag","749","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Hand Wash Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> CAPACITY &amp; SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking &amp; Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> FEATURES : Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap , Breathable Mesh etc.; Closure Type: Zipper; Age Range Description: Adult  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> COMFORTABLE TRAVEL : Backside Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 12 Months Limited Brand Warranty  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B098QFF5TJ","Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507","","1,564 ratings"
"1690356784-257","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag","https://www.amazon.in/STRABO-Cooper-Laptop-Bag-Capacity/dp/B0BX9SVT1D/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-52","STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag","699","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Hand Wash Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> One Main compartment and Laptop Compartment with front pocket &amp; 2 side bottle sleeves  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimensions 45 x 32 x 17 cm  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Capacity 20L  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Premium YKK zippers  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BX9SVT1D","STRABO BAGS AND ACCESSORIES LLP","","50 ratings"
"1690356792-258","https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets","https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1690356661&sprefix=ba%2Caps%2C283&sr=8-51","Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets","699","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BLVQ9NTD","₹1,799.00","","584 ratings"
"1690356803-259","https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover","https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1690356791&sprefix=ba%2Caps%2C283&sr=8-52","Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover","849","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc  </span></li>  </ul>   <!-- Loading EDP related metadata -->","Casual Stylish Backpack                                      This trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, internal organiser, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.","B0BHX7GY16","₹1,799.00","","3,248 ratings"
"1690356810-260","https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent","https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1690356791&sprefix=ba%2Caps%2C283&sr=8-51","TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent","549","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Wipe with Damp Cloth  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> PERFECT SIZE &amp; STORAGE SPACE: This laptop backpack is the ideal size to store your 15.6-inch, 15-inch or 14-inch laptop as well as other items. Convenient main compartments for clothes, folders, and books, an iPad, and other items. Keep your phone and money in the pockets. School bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Front two slanted pockets on Tabelito laptop backpacks are ideal for quick items like your work ID, powerbank, phone charger and cables or wallet. Your belongings are organised with keys for an open door, two side pockets for a water bottle, and a small umbrella. It can be used as a backpack for males, a women's backpack or a school bag for girls. You can give it to males as a present. luggage for travel  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> COMFORTABLE &amp; STURDY: Made of WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, reduce shoulder stress, basic but comfortable back design offers your wonderful back support, making your working, trip, and travelling more convenient wherever you go. You might use it as a men's office bag.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Light-weight carrying and ideal for weekend excursions, back-to-school, outdoor activities, and college bags for men, among other things;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Sized at 20 x 12.2 x 5.7 inches, this multipurpose bag is the ideal size to tuck under your seat while flying or on a business trip. Ideal for college back to school, conveniently storable. A excellent option for a work laptop bag, a business laptop bag, a laptop bag for men and women, as well as a gift bag for travellers, boyfriends, girlfriends, and men.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B08Y5S6C2P","Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528","","683 ratings"
"1690356817-261","https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L","https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1690356791&sprefix=ba%2Caps%2C283&sr=8-50","URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L","939","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Laptop Compatibility: Yes, Laptop size: 15.6 inches  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Outer Material: Polyester, Color: Black  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Water Resistance: Water resistant  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Warranty type: Manufacturer; 12 months warranty against manufacturing defects  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","Backpack International Pvt Ltd","Unisex-adult","","785 ratings"
"1690356822-262","https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)","https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1690356791&sprefix=ba%2Caps%2C283&sr=8-49","Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)","949","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> 100% Polyester, High Quality, Durable and Water Resistant Fabric  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Front storage pocket keeps smaller items neatly organized and easy to access  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Mesh pockets on both sides to accommodate your water bottle and umbrella  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag; 1-year International Warranty against manufacturing defects  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B09B2581S9","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059","","1,022 ratings"
